Mon Jul 20 17:33:11 +0000 2015	Derek Ruscin	derekruscin	623183886235901952	null	null
Mon Jul 20 17:34:46 +0000 2015	Matt Catlin	MCatlin1984	623184285768511488	null	null
Mon Jul 20 19:36:10 CEST 2015	Amy Leigh Strickland	AmyLStrickland	623184636777263106	null	null [par]
Mon Jul 20 19:36:32 CEST 2015	T.L	nimby05	623184728351449088	null	null [par]
Mon Jul 20 19:38:53 CEST 2015	Niha D.	nhd00	623185320486416385	null	null [par]
Mon Jul 20 19:41:29 CEST 2015	Mark Freeman	Freems67	623185975376801792	null	null [par]
Mon Jul 20 17:42:12 +0000 2015	Paul R. La Monica	LaMonicaBuzz	623186156847542272	null	null
Mon Jul 20 17:45:32 +0000 2015	Cajun Chicken	FTMC_Cage	623186996396032000	null	null
Mon Jul 20 19:51:39 CEST 2015	Erin Mary Smith	erinmarysmith	623188532736229376	null	Hackney in London [par]
Mon Jul 20 17:54:36 +0000 2015	Laura Griffin 	LG1215	623189278089191424	null	null
Mon Jul 20 17:55:23 +0000 2015	Faisal Khattak	FS_Khattak	623189473078022144	null	null
Mon Jul 20 19:55:25 CEST 2015	Beverly Akerman	Beverly_Akerman	623189483584921600	null	null [par]
Mon Jul 20 17:56:50 +0000 2015	Brendan Havens	brendanhavens	623189837118615553	null	null
Mon Jul 20 19:59:57 CEST 2015	Paul Fallon	PaulBFallon	623190622975971328	null	null [par]
Mon Jul 20 20:05:05 CEST 2015	Peter Ström	popeyedoyle_	623191915807289346	null	null [par]
Mon Jul 20 20:06:55 CEST 2015	SasukeRinneganDreamz	JosephMercer35	623192376278958080	null	null [par]
Mon Jul 20 20:07:06 CEST 2015	Brian Gossett	bgossett	623192422655389696	null	null [par]
Mon Jul 20 20:07:19 CEST 2015	Lee M.	thinking_reed	623192476455731200	null	null [par]
Mon Jul 20 20:09:17 CEST 2015	Naveen Venkataraman	nvenkataraman1	623192973027602432	null	null [par]
Mon Jul 20 20:16:49 CEST 2015	Todd Grotenhuis	toddgrotenhuis	623194868479885312	null	null [par]
Mon Jul 20 18:20:05 +0000 2015	Kaijin Sama	wallybert	623195689368076288	null	null
Mon Jul 20 20:28:05 CEST 2015	TheMadPrepper	TheMadPrepper	623197704777285633	null	null [par]
Mon Jul 20 18:29:41 +0000 2015	Justin Reece	JstnReece	623198107497574400	[33.580332, -111.885029]	Scottsdale in AZ
Mon Jul 20 18:32:41 +0000 2015	Terry Meiners	terrymeiners	623198860303663104	null	null
Mon Jul 20 18:33:36 +0000 2015	Zorav	ZoravPOW	623199089904209920	null	null
Mon Jul 20 20:40:39 CEST 2015	Dave Rino	pixelradius	623200865898364928	null	null [par]
Mon Jul 20 20:41:07 CEST 2015	TheMarthaChaves	TheMarthaChaves	623200983749754880	null	null [par]
Mon Jul 20 20:42:46 CEST 2015	Jamie Fox	JamieFoxMusic	623201399761989632	null	null [par]
Mon Jul 20 20:43:33 CEST 2015	Don MacLeod	halcyondon	623201595245875200	null	null [par]
Mon Jul 20 18:49:49 +0000 2015	Joe Yasharoff	JYash	623203173113692160	null	null
Mon Jul 20 18:52:12 +0000 2015	Arnub Goswami	ArnubGoswami	623203771263266816	null	null
Mon Jul 20 18:55:45 +0000 2015	Arnub Goswami	ArnubGoswami	623204665195282432	null	null
Mon Jul 20 18:57:54 +0000 2015	☾ Caitlin Marla ☾	neontews	623205205450985472	null	null
Mon Jul 20 18:58:15 +0000 2015	Coach Pate	RhysPate	623205293950775296	null	null
Mon Jul 20 18:58:24 +0000 2015	My Zigga	ElPresidenteRMT	623205331716345856	null	null
Mon Jul 20 21:08:04 CEST 2015	missiongirl	missiongirl4	623207765171810304	null	null [par]
Mon Jul 20 19:10:29 +0000 2015	julio nieves	julionieves_k2m	623208373408788482	null	null
Mon Jul 20 21:11:56 CEST 2015	Kaz Hudspith	Kazhuddi	623208737550036992	null	null [par]
Mon Jul 20 21:19:21 CEST 2015	dylan leigh	dylantleigh	623210604921266176	null	Newport in Wales [par]
Mon Jul 20 19:23:30 +0000 2015	Jason	kungfugripma	623211649948893184	null	null
Mon Jul 20 19:24:15 +0000 2015	Andrea Bridgwood	AndreaBeeee	623211838155702272	null	null
Mon Jul 20 21:47:23 CEST 2015	Apryl Hanson	aprylh1216	623217657597292544	null	null [par]
Mon Jul 20 19:50:26 +0000 2015	Emily	Emily_J_3	623218425951846401	null	null
Mon Jul 20 21:56:15 CEST 2015	Meg Hewitt	kittyhewitt	623219889793335300	null	null [par]
Mon Jul 20 21:59:04 CEST 2015	PNW Anon	Closetcase40s	623220600325038080	null	null [par]
Mon Jul 20 20:00:44 +0000 2015	Just Clint	4EverBroncoFan_	623221021122822144	null	null
Mon Jul 20 20:01:07 +0000 2015	The Lord of Nebraska	LordofNebraska	623221117445111809	null	null
Mon Jul 20 20:02:48 +0000 2015	Gene	fightins2017	623221540725891072	null	null
Mon Jul 20 22:05:50 CEST 2015	mig5	_mig5	623222302612676608	null	null [par]
Mon Jul 20 22:14:04 CEST 2015	Oz Hornet	chrishinge	623224373680427008	null	null [par]
Mon Jul 20 20:20:25 +0000 2015	Miles Vida	BuckeyeMills	623225973375434753	null	null
Mon Jul 20 20:20:46 +0000 2015	Tonya Buettner	t_ohh_nya	623226059010502656	null	null
Mon Jul 20 22:26:27 CEST 2015	Dave @ Fresh Rag	FreshRag	623227491113549824	null	null [par]
Mon Jul 20 22:26:37 CEST 2015	Tom Gorman	BeingTomGorman	623227532050042880	null	null [par]
Mon Jul 20 22:29:54 CEST 2015	Luomo 	bobbykrystal	623228359791804416	null	null [par]
Mon Jul 20 20:30:00 +0000 2015	Belinda Bowman	BelindaBowman_	623228386324967425	null	null
Mon Jul 20 20:35:33 +0000 2015	Michael Proctor	MichaelGProctor	623229779018387456	null	null
Mon Jul 20 22:39:19 CEST 2015	.	s_iat30	623230727547654145	null	null [par]
Mon Jul 20 20:40:28 +0000 2015	Miss X 	nightowlrradio	623231017386659840	null	null
Mon Jul 20 22:43:16 CEST 2015	South Brent Lib Dems	SBLibDems	623231723430649857	null	null [par]
Mon Jul 20 22:43:42 CEST 2015	Eric J. Lyman	EricJLyman	623231830842585088	null	Rome in Lazio [par]
Mon Jul 20 22:45:37 CEST 2015	Tawny Pascarella	tehlittleone	623232315762864128	null	null [par]
Mon Jul 20 22:46:35 CEST 2015	Rambling Ratz	RamblingRatz	623232557665157120	null	null [par]
Mon Jul 20 20:47:44 +0000 2015	dominic copeland/PTX	fletcherstattoo	623232845893476353	null	null
Mon Jul 20 20:52:44 +0000 2015	Liz Buckley	MissLizBuckley	623234106193772545	null	null
Mon Jul 20 22:59:48 CEST 2015	Glen Stromquist	GlenStromquist	623235882628177921	null	null [par]
Mon Jul 20 21:02:18 +0000 2015	[T.B.C.]	TheTruthHoe	623236514567319552	null	null
Mon Jul 20 21:04:35 +0000 2015	Brendon Schuenke	Bschuenke	623237086150295552	null	Escanaba in MI
Mon Jul 20 21:05:36 +0000 2015	Vanessa Wilder	WilderVanessa	623237343470694400	null	null
Mon Jul 20 23:14:38 CEST 2015	Kev Newbold	kevnewbold	623239614623559681	null	null [par]
Mon Jul 20 23:15:47 CEST 2015	Alexander Nekrassov	StirringTrouble	623239907885084672	null	Islington in London [par]
Mon Jul 20 23:16:27 CEST 2015	Charles Christian	ChristianUncut	623240073455247360	null	null [par]
Mon Jul 20 21:18:02 +0000 2015	Judy	jseigworth	623240473549737984	null	Cinco Ranch in TX
Mon Jul 20 21:24:30 +0000 2015	nostraSOXmus	nostraSOXmus	623242098955939840	null	null
Mon Jul 20 23:24:52 CEST 2015	David F Browne	DavidFBrowne1	623242191998205952	null	null [par]
Mon Jul 20 23:29:58 CEST 2015	hellochrissycat	HelloChrissyCat	623243475581050881	null	New York in USA [par]
Mon Jul 20 23:30:50 CEST 2015	Amy Hood	amyhoodarts	623243694796177408	null	null [par]
Mon Jul 20 23:33:01 CEST 2015	stephen parry	SDParry86	623244242467598336	null	null [par]
Mon Jul 20 21:33:42 +0000 2015	Andy	AndyC79	623244413016256512	null	null
Mon Jul 20 21:36:45 +0000 2015	tree vaughanhannaway	treeinafield	623245181324804096	null	Middlesbrough in England
Mon Jul 20 21:50:23 +0000 2015	jtb	barnesy42	623248613875912704	null	null
Mon Jul 20 23:50:31 CEST 2015	P.S.Y.C.H.	SHIELD_psychs	623248645203345408	null	null [par]
Mon Jul 20 21:55:31 +0000 2015	Christian Allen	ChristianAllen1	623249903246901248	null	null
Mon Jul 20 22:00:56 +0000 2015	peter harrison	4harrisons	623251267784208385	null	null
Tue Jul 21 00:01:21 CEST 2015	Charlotte Mills	Moderndaymagi	623251373648424960	null	null [par]
Tue Jul 21 00:02:11 CEST 2015	Nicole, Esq. 	NicDub_34	623251583594139648	null	null [par]
Tue Jul 21 00:06:38 CEST 2015	dre	mfkaboom	623252703561555968	null	null [par]
